,loyalty_number,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
1082,542976,Quebec,Montreal,H2Y 4R4,Male,High School or Below,49830.0,Divorced,Star,24127.5,2018 Promotion,2018,3,,
1083,827147,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,50298.0,Married,Aurora,5318.9,Standard,2013,6,,
1084,855026,Quebec,Hull,J8Y 3Z5,Female,Bachelor,50298.0,Married,Aurora,5318.9,Standard,2016,12,,
1085,817136,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,59223.0,Married,Aurora,5319.31,Standard,2017,4,,
1086,711577,Ontario,Toronto,M8Y 4K8,Female,Bachelor,50723.0,Married,Aurora,5319.84,Standard,2013,11,,
1087,250696,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77619.0,Married,Aurora,5325.39,Standard,2013,9,,
1088,436247,Quebec,Montreal,H2Y 4R4,Female,College,66757.14944786768,Married,Aurora,5325.72,Standard,2017,9,,
1089,763113,Quebec,Tremblant,H5Y 2S9,Male,College,70533.66583968955,Married,Aurora,5325.72,Standard,2015,1,,
1090,817191,Ontario,Toronto,M2M 7K8,Female,College,72376.55770435005,Married,Aurora,5325.72,Standard,2018,6,,
1091,861877,Ontario,Toronto,M2P 4F6,Male,Bachelor,88044.0,Married,Aurora,5326.68,Standard,2016,6,,
1092,493358,Ontario,Ottawa,K1F 2R2,Male,College,68243.79881379608,Single,Aurora,5328.32,Standard,2018,6,,
1093,853894,Newfoundland,St. John's,A1C 6H9,Female,College,65447.89512495476,Divorced,Aurora,5329.13,Standard,2015,9,,
1094,729094,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,93549.0,Divorced,Aurora,5330.59,Standard,2015,12,,
1095,256945,Manitoba,Winnipeg,R3R 3T4,Female,College,70556.78211368258,Married,Aurora,5331.82,Standard,2014,1,2014.0,9.0
1096,646038,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,82347.0,Married,Aurora,5332.46,Standard,2013,5,,
1097,981160,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,82347.0,Married,Aurora,5332.46,Standard,2013,8,,
1098,276494,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,72646.0,Married,Aurora,5333.04,Standard,2015,4,,
1099,644938,Quebec,Montreal,H2T 2J6,Male,Bachelor,86500.0,Divorced,Aurora,5334.78,Standard,2014,5,,
1100,175967,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,44074.0,Married,Star,3906.67,2018 Promotion,2018,2,,
1101,749459,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,81516.0,Married,Aurora,5339.49,Standard,2017,6,,
1102,157729,British Columbia,Victoria,V10 6T5,Male,Bachelor,84914.0,Married,Star,3966.13,2018 Promotion,2018,3,,
1103,216500,Ontario,Toronto,M2M 7K8,Female,College,63938.88425012228,Married,Aurora,5341.44,Standard,2012,8,,
1104,360435,Ontario,Toronto,M1R 4K3,Male,Bachelor,79075.0,Married,Aurora,5343.12,Standard,2016,6,,
1105,393604,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,71910.0,Married,Aurora,5345.68,Standard,2017,12,,
1106,608241,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,97148.0,Single,Aurora,5350.0,Standard,2016,8,,
1107,638754,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,62154.0,Divorced,Aurora,5350.21,Standard,2017,2,2017.0,3.0
1108,195368,Ontario,Toronto,M8Y 4K8,Female,Bachelor,103430.0,Married,Aurora,5352.19,Standard,2016,1,,
1109,877945,Ontario,Ottawa,K1F 2R2,Male,Bachelor,100403.0,Divorced,Aurora,5352.22,Standard,2013,3,,
1110,577535,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,77198.0,Married,Aurora,5353.93,Standard,2016,6,,
1111,572263,Quebec,Montreal,H2Y 2W2,Female,Bachelor,53453.0,Married,Aurora,5354.61,Standard,2015,11,,
1112,750739,Quebec,Quebec City,G1B 3L5,Female,Bachelor,76362.0,Married,Aurora,5356.14,Standard,2013,6,,
1113,392774,Alberta,Edmonton,T9G 1W3,Female,College,62578.11085413392,Married,Aurora,5357.19,Standard,2015,1,,
1114,458202,Ontario,Toronto,M2M 7K8,Female,College,72078.70783418733,Married,Aurora,5357.19,Standard,2016,5,,
1115,506190,Manitoba,Winnipeg,R2C 0M5,Male,College,68667.67474270654,Single,Aurora,5357.76,Standard,2013,6,,
1116,906564,Quebec,Montreal,H2Y 4R4,Female,College,71268.16553502188,Single,Aurora,5357.76,Standard,2013,11,2017.0,7.0
1117,841219,Ontario,Trenton,K8V 4B2,Male,Bachelor,78976.0,Married,Aurora,5363.41,Standard,2017,2,,
1118,196779,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,64015.0,Single,Aurora,5363.53,Standard,2017,1,,
1119,596586,British Columbia,Victoria,V10 6T5,Male,Bachelor,88321.0,Divorced,Aurora,5365.54,Standard,2013,8,,
1120,309230,Quebec,Quebec City,G1B 3L5,Female,Bachelor,77866.0,Married,Aurora,5365.93,Standard,2012,10,,
1121,831253,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,77866.0,Married,Aurora,5365.93,Standard,2016,8,,
1122,759132,Ontario,Toronto,P1J 8T7,Male,College,62576.47932892192,Married,Aurora,5366.78,Standard,2015,7,2016.0,12.0
1123,258141,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,103430.0,Single,Aurora,5367.09,Standard,2018,7,,
1124,787525,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,68790.0,Divorced,Aurora,5372.91,Standard,2015,6,,
1125,612650,Ontario,Toronto,P5S 6R4,Female,College,67369.11576879652,Single,Aurora,5375.66,Standard,2014,2,2017.0,9.0
1126,956861,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,80820.0,Married,Aurora,5375.82,Standard,2014,6,,
1127,343978,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82434.0,Married,Aurora,5375.84,Standard,2016,11,2017.0,7.0
1128,328576,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,53888.0,Single,Aurora,5376.89,Standard,2016,12,,
1129,637655,Ontario,Toronto,P1J 8T7,Male,Bachelor,57984.0,Married,Aurora,5377.01,Standard,2012,10,,
1130,529106,Ontario,Toronto,P1J 8T7,Male,Bachelor,72409.0,Married,Aurora,5380.9,Standard,2015,11,,
1131,584285,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,72409.0,Married,Aurora,5380.9,Standard,2013,9,,
1132,344749,Ontario,Toronto,P5S 6R4,Male,Bachelor,88655.0,Divorced,Aurora,5382.75,Standard,2018,10,,
1133,495632,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,88655.0,Divorced,Aurora,5382.75,Standard,2018,8,,
1134,821515,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,60805.0,Married,Star,4105.58,2018 Promotion,2018,3,,
1135,503494,Alberta,Banff,T4V 1D4,Male,Bachelor,93146.0,Single,Aurora,5384.43,Standard,2017,8,,
1136,695250,Ontario,Toronto,M1R 4K3,Female,Bachelor,93146.0,Single,Aurora,5384.43,Standard,2013,4,,
1137,535525,Quebec,Montreal,H2Y 2W2,Male,Bachelor,75346.0,Married,Aurora,5384.53,Standard,2017,8,2018.0,4.0
1138,480732,Ontario,Toronto,P1L 8X8,Female,Doctor,86182.0,Married,Aurora,5384.67,Standard,2015,6,,
1139,989666,Ontario,Sudbury,M5V 1G5,Female,College,64062.4090356399,Divorced,Aurora,5384.73,Standard,2015,9,,
1140,883574,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,62075.0,Married,Aurora,5386.51,Standard,2013,9,,
1141,623144,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,78470.0,Married,Aurora,5391.78,Standard,2013,10,,
1142,509108,British Columbia,Whistler,V6T 1Y8,Female,College,69511.845946039,Single,Star,4132.59,2018 Promotion,2018,4,,
1143,377471,British Columbia,Vancouver,V6E 3D9,Female,College,69210.31786039643,Married,Star,4270.03,2018 Promotion,2018,4,,
1144,314941,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,53751.0,Single,Aurora,5394.91,Standard,2013,2,,
1145,804710,British Columbia,Vancouver,V6E 3D9,Female,College,61723.70275360285,Married,Aurora,5395.35,Standard,2015,7,,
1146,706185,Ontario,Toronto,P1L 8X8,Female,Bachelor,64138.0,Married,Aurora,5395.43,Standard,2013,5,2014.0,1.0
1147,380031,Quebec,Montreal,H2Y 2W2,Male,Bachelor,77304.0,Married,Aurora,5396.31,Standard,2014,7,,
1148,937163,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,85892.0,Divorced,Aurora,5398.1,Standard,2012,8,,
1149,280545,Quebec,Montreal,H4G 3T4,Male,Bachelor,83997.0,Married,Aurora,5399.58,Standard,2016,6,,
1150,223354,Ontario,Toronto,M2Z 4K1,Male,Bachelor,81110.0,Married,Aurora,5405.52,Standard,2016,1,,
1151,591579,Ontario,Trenton,K8V 4B2,Female,Bachelor,51785.0,Single,Aurora,5406.88,Standard,2018,8,,
1152,609184,Quebec,Montreal,H2Y 4R4,Female,Bachelor,46887.0,Single,Aurora,5408.89,Standard,2013,7,,
1153,661274,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,90587.0,Married,Aurora,5408.91,Standard,2014,1,,
1154,607548,British Columbia,West Vancouver,V6V 8Z3,Male,College,68549.26185233051,Single,Aurora,5409.96,Standard,2014,6,,
1155,901857,Ontario,Toronto,M2M 6J7,Female,College,72498.10460239706,Single,Aurora,5411.95,Standard,2017,7,,
1156,511642,Ontario,Ottawa,K1F 2R2,Male,College,62641.93936294418,Single,Aurora,5412.7,Standard,2012,12,,
1157,670371,Quebec,Montreal,H4G 3T4,Male,College,69090.27900840956,Married,Aurora,5414.32,Standard,2014,11,,
1158,272123,Ontario,Toronto,M2P 4F6,Male,Bachelor,51585.0,Married,Aurora,5414.62,Standard,2017,5,,
1159,957061,Ontario,Toronto,P2T 6G3,Female,Bachelor,73947.0,Married,Aurora,5414.9,Standard,2012,9,,
1160,149549,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,74431.0,Married,Star,4436.81,2018 Promotion,2018,2,,
1161,372290,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60542.0,Married,Aurora,5418.73,Standard,2015,2,,
1162,451839,Ontario,Toronto,P2T 6G3,Female,Bachelor,60542.0,Married,Aurora,5418.73,Standard,2018,7,,
1163,334273,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,47918.0,Married,Aurora,5420.34,Standard,2016,11,2018.0,8.0
1164,263763,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,55040.0,Single,Aurora,5420.36,Standard,2014,4,,
1165,324801,Quebec,Montreal,H2Y 2W2,Male,Bachelor,55040.0,Single,Aurora,5420.36,Standard,2014,7,,
1166,543478,Quebec,Montreal,H2Y 4R4,Male,Bachelor,61452.0,Married,Aurora,5421.02,Standard,2017,10,,
1167,553558,Quebec,Hull,J8Y 3Z5,Female,Doctor,299953.0,Divorced,Aurora,5421.05,Standard,2014,12,,
1168,797391,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,299953.0,Divorced,Aurora,5421.05,Standard,2018,12,,
1169,576690,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,50770.0,Divorced,Aurora,5421.52,Standard,2014,9,,
1170,572062,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,94433.0,Single,Aurora,5421.54,Standard,2013,4,2013.0,12.0
1171,556755,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,94119.0,Married,Aurora,5423.14,Standard,2018,5,2018.0,8.0
1172,922665,Quebec,Montreal,H2T 9K8,Male,Bachelor,81237.0,Married,Aurora,5424.26,Standard,2015,11,2016.0,6.0
1173,308629,Ontario,Toronto,M2M 7K8,Female,College,70842.05021940806,Married,Aurora,5426.14,Standard,2016,1,2018.0,6.0
1174,276990,Ontario,Toronto,M2M 7K8,Female,Bachelor,48814.0,Married,Aurora,5426.86,Standard,2013,3,,
1175,912293,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,48814.0,Married,Aurora,5426.86,Standard,2014,9,,
1176,994676,British Columbia,Victoria,V10 6T5,Female,Bachelor,86467.0,Married,Aurora,5427.48,Standard,2016,5,,
1177,527640,Quebec,Montreal,H4G 3T4,Female,Bachelor,68435.0,Married,Aurora,5432.86,Standard,2013,7,,
1178,564141,Ontario,Toronto,M2M 7K8,Male,College,66612.97229867161,Single,Aurora,5435.77,Standard,2014,1,2018.0,9.0
1179,908123,Quebec,Montreal,H2T 9K8,Male,Bachelor,48985.0,Married,Aurora,5437.91,Standard,2014,5,,
1180,222453,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70485.0,Married,Aurora,5438.7,Standard,2016,3,,
1181,580356,Ontario,Toronto,P5S 6R4,Female,College,70207.32521874987,Single,Aurora,5439.34,Standard,2013,7,,
1182,771713,Alberta,Peace River,T9O 2W2,Male,Bachelor,94619.0,Married,Aurora,5441.42,Standard,2017,4,,
1183,604116,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,97878.0,Married,Star,4554.91,2018 Promotion,2018,3,,
1184,392989,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62237.0,Married,Aurora,5443.76,Standard,2018,9,,
1185,430817,Quebec,Hull,J8Y 3Z5,Male,Bachelor,82262.0,Married,Aurora,5447.2,Standard,2017,2,,
1186,910157,British Columbia,Victoria,V10 6T5,Male,Bachelor,82262.0,Married,Aurora,5447.2,Standard,2017,9,,
1187,405739,New Brunswick,Fredericton,E3B 2H2,Male,College,68679.15933472736,Married,Aurora,5447.81,Standard,2013,8,2017.0,12.0
1188,831180,Quebec,Montreal,H4G 3T4,Male,College,68288.591963574,Married,Aurora,5447.81,Standard,2015,9,,
1189,144633,Quebec,Montreal,H4G 3T4,Male,Bachelor,72506.0,Single,Aurora,5447.84,Standard,2012,7,,
1190,918564,Alberta,Peace River,T9O 2W2,Female,Bachelor,94322.0,Married,Aurora,5448.56,Standard,2014,1,,
1191,347515,Ontario,Sudbury,M5V 1G5,Female,Bachelor,72810.0,Married,Aurora,5451.8,Standard,2017,11,,
1192,444931,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,144697.0,Married,Aurora,5452.63,Standard,2015,1,,
1193,347955,Quebec,Quebec City,G1B 3L5,Female,Bachelor,82740.0,Married,Aurora,5453.71,Standard,2017,2,,
1194,458074,Ontario,Toronto,P1J 8T7,Female,Bachelor,56653.0,Single,Aurora,5453.71,Standard,2014,6,,
1195,734307,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,80447.0,Single,Aurora,5454.59,Standard,2014,12,,
1196,991568,Ontario,Trenton,K8V 4B2,Female,Bachelor,80447.0,Single,Aurora,5454.59,Standard,2016,10,,
1197,174439,Alberta,Edmonton,T9G 1W3,Female,College,64853.41982381732,Divorced,Aurora,5454.89,Standard,2015,8,,
1198,719192,British Columbia,Victoria,V10 6T5,Female,Bachelor,92794.0,Married,Aurora,5459.22,Standard,2014,2,,
1199,757127,Quebec,Montreal,H2T 2J6,Female,Bachelor,92794.0,Married,Aurora,5459.22,Standard,2018,12,,
1200,503096,Ontario,Toronto,P1L 8X8,Male,Bachelor,60903.0,Married,Aurora,5461.55,Standard,2018,11,,
1201,915638,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,63116.0,Married,Aurora,5461.97,Standard,2016,11,,
1202,792514,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,71730.0,Married,Aurora,5465.6,Standard,2016,1,,
1203,187010,British Columbia,Dawson Creek,U5I 4F1,Female,College,62780.71903817568,Married,Star,4692.17,2018 Promotion,2018,3,,
1204,275387,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,40528.0,Single,Star,4732.22,2018 Promotion,2018,3,2018.0,11.0
1205,186729,Ontario,Toronto,M1R 4K3,Male,Bachelor,71792.0,Married,Aurora,5470.06,Standard,2018,9,,
1206,197855,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,71792.0,Married,Aurora,5470.06,Standard,2018,9,,
1207,202864,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,71792.0,Married,Aurora,5470.06,Standard,2016,5,,
1208,845273,Quebec,Montreal,H2T 2J6,Male,Bachelor,71792.0,Married,Aurora,5470.06,Standard,2016,7,,
1209,930900,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,71792.0,Married,Aurora,5470.06,Standard,2013,6,,
1210,165022,Ontario,Trenton,K8V 4B2,Female,Bachelor,96485.0,Married,Aurora,5475.34,Standard,2018,8,,
1211,447544,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70117.0,Married,Aurora,5476.53,Standard,2015,5,,
1212,343994,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,72888.0,Married,Aurora,5479.56,Standard,2015,12,,
1213,330316,Ontario,Toronto,M8Y 4K8,Female,Bachelor,59867.0,Married,Aurora,5479.85,Standard,2014,2,,
1214,662723,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,75307.0,Divorced,Aurora,5480.07,Standard,2018,12,,
1215,685408,Ontario,Toronto,P1W 1K4,Male,Bachelor,66259.0,Divorced,Aurora,5480.7,Standard,2012,10,,
1216,773598,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,66746.0,Married,Aurora,5484.59,Standard,2016,10,,
1217,374266,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,56699.0,Married,Aurora,5488.93,Standard,2014,8,,
1218,912757,Alberta,Edmonton,T9G 1W3,Male,Bachelor,69184.0,Divorced,Aurora,5489.21,Standard,2015,7,,
1219,175249,Ontario,Toronto,P2T 6G3,Male,Bachelor,97183.0,Married,Aurora,5494.87,Standard,2013,5,,
1220,306068,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,97183.0,Married,Aurora,5494.87,Standard,2016,1,,
1221,233084,Quebec,Hull,J8Y 3Z5,Male,High School or Below,65565.0,Married,Aurora,5498.94,Standard,2014,3,,
1222,500374,British Columbia,Whistler,V6T 1Y8,Male,High School or Below,59494.0,Single,Star,4770.55,2018 Promotion,2018,2,,
1223,471460,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,33306.0,Married,Star,4786.89,2018 Promotion,2018,4,2018.0,12.0
1224,484495,British Columbia,Vancouver,V1E 4R6,Female,High School or Below,65565.0,Married,Aurora,5498.94,Standard,2015,2,,
1225,595978,Ontario,Toronto,M8Y 4K8,Female,High School or Below,65565.0,Married,Aurora,5498.94,Standard,2017,5,,
1226,836603,British Columbia,Victoria,V10 6T5,Male,High School or Below,65565.0,Married,Aurora,5498.94,Standard,2018,9,,
1227,227906,Ontario,Toronto,M2M 7K8,Female,Bachelor,94891.0,Married,Aurora,5500.01,Standard,2015,7,,
1228,701954,Quebec,Montreal,H2Y 2W2,Male,Bachelor,57808.0,Divorced,Aurora,5500.58,Standard,2017,6,,
1229,846277,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,57808.0,Divorced,Aurora,5500.58,Standard,2014,1,,
1230,968034,Newfoundland,St. John's,A1C 6H9,Female,College,65427.61106649447,Married,Aurora,5502.73,Standard,2015,6,,
1231,549238,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,75762.0,Single,Aurora,5503.92,Standard,2017,2,,
1232,209172,Quebec,Montreal,H2T 9K8,Male,College,67867.34788790283,Married,Aurora,5504.14,Standard,2013,8,,
1233,346633,Ontario,Toronto,M1R 4K3,Female,College,61312.4665002119,Married,Aurora,5504.14,Standard,2017,8,,
1234,983872,Alberta,Calgary,T3E 2V9,Male,College,68728.25576492884,Married,Aurora,5504.14,Standard,2018,10,,
1235,143730,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,101984.0,Married,Aurora,5505.69,Standard,2012,6,,
1236,105688,British Columbia,Vancouver,V1E 4R6,Female,College,66833.60456488768,Married,Aurora,5507.06,Standard,2014,6,,
1237,235063,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,56959.0,Married,Aurora,5509.38,Standard,2015,8,,
1238,325082,Ontario,Trenton,K8V 4B2,Male,Bachelor,56959.0,Married,Aurora,5509.38,Standard,2014,1,,
1239,393975,Ontario,Toronto,M2M 6J7,Male,Bachelor,89626.0,Married,Aurora,5509.9,Standard,2015,7,2016.0,9.0
1240,636745,Alberta,Calgary,T3E 2V9,Female,Bachelor,89626.0,Married,Aurora,5509.9,Standard,2015,11,2017.0,2.0
1241,587284,Ontario,Toronto,M2M 6J7,Male,College,67842.05763711245,Single,Aurora,5510.56,Standard,2018,1,,
1242,282542,Quebec,Montreal,H2T 9K8,Female,Bachelor,104755.0,Married,Aurora,5510.97,Standard,2013,3,,
1243,153968,Ontario,Kingston,M9K 2P4,Female,Bachelor,58445.0,Married,Aurora,5511.03,Standard,2014,11,2016.0,2.0
1244,244676,Quebec,Montreal,H2Y 4R4,Female,Bachelor,65546.0,Married,Aurora,5512.34,Standard,2017,10,,
1245,749328,Ontario,Toronto,M1R 4K3,Male,Bachelor,48896.0,Single,Aurora,5514.34,Standard,2016,6,,
1246,621750,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,87493.0,Divorced,Aurora,5515.25,Standard,2014,7,,
1247,524234,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,51026.0,Divorced,Aurora,5520.15,Standard,2012,7,,
1248,344121,Ontario,Ottawa,K1F 2R2,Male,Bachelor,101186.0,Divorced,Aurora,5520.48,Standard,2016,4,,
1249,451240,Quebec,Montreal,H2Y 4R4,Male,Bachelor,94551.0,Married,Aurora,5522.52,Standard,2014,8,,
1250,171027,Quebec,Montreal,H2T 2J6,Female,Bachelor,79336.0,Married,Aurora,5525.47,Standard,2013,7,2016.0,2.0
1251,370744,Quebec,Montreal,H2T 9K8,Female,Bachelor,100860.0,Married,Aurora,5526.44,Standard,2016,6,,
1252,182130,Ontario,Toronto,M2Z 4K1,Female,College,61436.92625935746,Married,Aurora,5527.99,Standard,2014,5,,
1253,154194,Ontario,Kingston,M9K 2P4,Female,College,71363.42214912605,Married,Aurora,5528.08,Standard,2018,7,,
1254,231047,Ontario,Toronto,M2P 4F6,Female,Bachelor,58314.0,Single,Aurora,5528.21,Standard,2013,10,,
1255,391313,Alberta,Peace River,T9O 2W2,Female,Bachelor,58314.0,Single,Aurora,5528.21,Standard,2017,12,,
1256,422358,Ontario,Toronto,M2Z 4K1,Male,Bachelor,58314.0,Single,Aurora,5528.21,Standard,2016,7,,
1257,612233,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,58314.0,Single,Aurora,5528.21,Standard,2015,3,,
1258,324295,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,68968.0,Married,Aurora,5531.63,Standard,2017,6,,
1259,957276,Ontario,Toronto,P2T 6G3,Male,Bachelor,68968.0,Married,Aurora,5531.63,Standard,2015,7,2017.0,11.0
1260,392430,Ontario,Toronto,P1J 8T7,Female,Bachelor,53189.0,Divorced,Aurora,5532.46,Standard,2015,10,,
1261,343425,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,98651.0,Married,Aurora,5532.75,Standard,2016,1,2017.0,4.0
1262,152423,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,75642.0,Married,Aurora,5532.86,Standard,2012,8,,
1263,962472,Ontario,Toronto,P2T 6G3,Female,Bachelor,84271.0,Married,Aurora,5534.58,Standard,2018,8,,
1264,588516,Ontario,Toronto,M2M 6J7,Female,Bachelor,70119.0,Married,Aurora,5536.39,Standard,2016,5,,
1265,793549,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,90979.0,Married,Aurora,5539.35,Standard,2017,3,,
1266,171137,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,81518.0,Divorced,Aurora,5548.03,Standard,2017,9,,
1267,189666,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,81518.0,Divorced,Aurora,5548.03,Standard,2018,7,,
1268,110142,British Columbia,Vancouver,V6E 3D9,Male,College,68686.37877075949,Single,Star,4866.65,2018 Promotion,2018,2,2018.0,10.0
1269,441509,Quebec,Montreal,H2T 9K8,Male,Bachelor,77435.0,Married,Aurora,5550.15,Standard,2015,2,,
1270,386446,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,65599.0,Married,Aurora,5551.59,Standard,2018,9,,
1271,955567,Ontario,London,M5B 3E4,Female,Bachelor,56241.0,Married,Aurora,5553.19,Standard,2018,1,2018.0,9.0
1272,218362,Ontario,Toronto,M2M 6J7,Female,Bachelor,81810.0,Married,Aurora,5553.3,Standard,2016,9,,
1273,137251,Quebec,Tremblant,H5Y 2S9,Female,College,67596.51453582592,Single,Aurora,5553.36,Standard,2018,10,,
1274,902634,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,102584.0,Married,Aurora,5553.52,Standard,2018,7,,
1275,304600,Quebec,Montreal,H4G 3T4,Male,High School or Below,73909.0,Married,Aurora,5553.8,Standard,2015,4,,
1276,103352,Quebec,Montreal,H2T 9K8,Male,Bachelor,69742.0,Married,Aurora,5555.49,Standard,2014,11,2015.0,9.0
1277,237770,Ontario,Kingston,M9K 2P4,Female,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2017,5,,
1278,359091,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2017,5,,
1279,645986,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2014,3,,
1280,845947,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2017,12,2018.0,8.0
1281,851871,Quebec,Montreal,H2Y 2W2,Female,Bachelor,86067.0,Single,Aurora,5555.83,Standard,2012,9,,
1282,937976,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,59327.0,Married,Aurora,5558.3,Standard,2018,10,,
1283,905907,Ontario,Toronto,P1L 8X8,Female,College,68908.20264276522,Married,Aurora,5560.28,Standard,2015,12,,
1284,128475,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,99724.0,Divorced,Aurora,5561.29,Standard,2013,12,,
1285,958026,Ontario,Toronto,P1J 8T7,Male,Bachelor,99724.0,Divorced,Aurora,5561.29,Standard,2017,6,2018.0,7.0
1286,431201,Ontario,Toronto,M8Y 4K8,Female,Bachelor,75555.0,Married,Aurora,5562.46,Standard,2017,10,,
1287,665373,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68372.0,Married,Aurora,5564.74,Standard,2016,9,2017.0,5.0
1288,240299,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,65938.0,Married,Aurora,5564.96,Standard,2014,3,2014.0,11.0
1289,802316,Quebec,Hull,J8Y 3Z5,Male,Bachelor,98209.0,Single,Aurora,5565.89,Standard,2012,9,,
1290,640833,Ontario,Trenton,K8V 4B2,Female,Bachelor,70905.0,Married,Aurora,5568.89,Standard,2016,8,,
1291,317094,Ontario,Ottawa,K1F 2R2,Male,College,62387.83957407236,Single,Aurora,5568.95,Standard,2017,3,,
1292,917725,Saskatchewan,Regina,S1J 3C5,Male,College,67859.10521072533,Single,Aurora,5568.95,Standard,2015,3,,
1293,953307,Quebec,Tremblant,H5Y 2S9,Female,College,68827.49458778571,Single,Aurora,5568.95,Standard,2018,9,,
1294,670289,Ontario,Toronto,M1R 4K3,Female,Bachelor,71103.0,Married,Aurora,5569.46,Standard,2017,12,2018.0,8.0
1295,707276,Alberta,Calgary,T3E 2V9,Male,Bachelor,71103.0,Married,Aurora,5569.46,Standard,2015,2,,
1296,451819,British Columbia,Victoria,V10 6T5,Male,Doctor,207468.0,Married,Aurora,5570.18,Standard,2012,12,,
1297,761966,Quebec,Quebec City,G1B 3L5,Male,Bachelor,94631.0,Single,Aurora,5570.22,Standard,2015,12,,
